price,area,rooms,floor,total_floors,building_year,elevator,terrace,parking,price_per_m2,building_age,floor_ratio,city_Beograd,municipality_Barajevo,municipality_Grocka,municipality_Mladenovac,municipality_Novi Beograd,municipality_Obrenovac,municipality_Palilula,municipality_Rakovica,municipality_Savski Venac,municipality_Sopot,municipality_Stari Grad,municipality_Surčin,municipality_Voždovac,municipality_Vračar,municipality_Zemun,municipality_Zvezdara,municipality_unknown,municipality_Čukarica
160000.0,66.0,2.0,1.0,3.0,2010.0,0,1,1,2424.242424242424,16.0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
210000.0,55.0,3.0,4.0,5.0,,0,1,0,3818.181818181818,,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
395000.0,130.0,4.0,,3.0,,1,1,1,3038.4615384615386,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144162.0,80.0,3.0,3.0,4.0,2025.0,0,0,1,1802.025,1.0,0.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336000.0,53.0,2.0,4.0,5.0,,1,0,1,6339.622641509434,,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288587.0,73.0,3.0,2.0,6.0,,0,0,0,3953.246575342466,,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350000.0,121.0,4.0,6.0,6.0,,1,1,0,2892.561983471074,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
524800.0,116.0,4.0,6.0,,,1,1,1,4524.137931034483,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
249500.0,95.0,4.0,,4.0,,0,1,0,2626.315789473684,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145000.0,50.0,2.0,,2.0,,0,1,0,2900.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313000.0,68.0,3.0,5.0,5.0,,1,0,0,4602.941176470588,,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119000.0,47.0,2.0,,4.0,,1,1,0,2531.9148936170213,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
129954.0,48.0,2.0,2.0,3.0,,0,1,0,2707.375,,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
203000.0,58.0,2.0,3.0,3.0,1986.0,0,1,0,3500.0,40.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170000.0,61.0,3.0,5.0,10.0,,1,1,0,2786.8852459016393,,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115000.0,41.0,2.0,3.0,4.0,,0,0,1,2804.878048780488,,0.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130000.0,131.0,2.0,,3.0,2000.0,0,1,1,992.3664122137404,26.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
146192.0,54.0,3.0,,2.0,2025.0,0,1,1,2707.259259259259,1.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120000.0,41.0,2.0,2.0,3.0,2025.0,1,1,1,2926.829268292683,1.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82800.0,36.0,2.0,0.0,1.0,,0,1,0,2300.0,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400000.0,107.0,4.0,1.0,2.0,,0,1,0,3738.3177570093458,,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
204999.0,65.0,3.0,4.0,5.0,,1,1,0,3153.8307692307694,,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
515000.0,113.0,3.0,11.0,,,1,1,1,4557.522123893806,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288400.0,77.0,3.0,10.0,10.0,,0,0,0,3745.4545454545455,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
159900.0,57.0,2.0,,2.0,,0,0,0,2805.2631578947367,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
138400.0,35.0,2.0,,2.0,,1,1,0,3954.285714285714,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101200.0,46.0,2.0,,,2025.0,0,1,0,2200.0,1.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
395000.0,75.0,2.0,1.0,,,1,1,1,5266.666666666667,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143352.0,54.0,2.0,2.0,3.0,,1,1,0,2654.6666666666665,,0.6666666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155000.0,55.0,2.0,3.0,3.0,,0,1,0,2818.181818181818,,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
267000.0,89.0,3.0,4.0,,,1,1,1,3000.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
257000.0,78.0,4.0,2.0,3.0,2026.0,1,1,1,3294.871794871795,0.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150000.0,30.0,1.0,,4.0,,0,0,0,5000.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
475000.0,96.0,4.0,4.0,5.0,,1,1,0,4947.916666666667,,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200000.0,63.0,3.0,1.0,4.0,,1,1,1,3174.6031746031745,,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
235000.0,71.0,3.0,2.0,,2026.0,1,1,1,3309.8591549295775,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
235000.0,76.0,3.0,5.0,20.0,,1,1,0,3092.1052631578946,,0.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
468000.0,129.0,4.0,5.0,5.0,2023.0,1,1,1,3627.906976744186,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
338000.0,64.0,4.0,4.0,4.0,2012.0,1,1,0,5281.25,14.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
650000.0,152.0,4.0,5.0,5.0,,1,1,0,4276.315789473684,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
319000.0,60.0,3.0,3.0,6.0,,1,1,0,5316.666666666667,,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
385000.0,82.0,3.0,20.0,23.0,2019.0,0,1,0,4695.121951219512,7.0,0.8695652173913043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
225000.0,60.0,3.0,,4.0,,1,1,1,3750.0,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
121473.0,61.0,2.0,4.0,4.0,2026.0,1,1,0,1991.360655737705,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71150.0,43.0,1.0,,3.0,2026.0,0,0,1,1654.6511627906978,0.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78880.0,39.0,2.0,,2.0,2026.0,0,1,0,2022.5641025641025,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110000.0,41.0,2.0,2.0,4.0,2025.0,1,1,1,2682.9268292682927,1.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
286888.0,62.0,2.0,21.0,25.0,,0,1,0,4627.225806451613,,0.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79000.0,44.0,2.0,3.0,4.0,,0,1,0,1795.4545454545455,,0.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
278000.0,136.0,6.0,4.0,4.0,,0,1,1,2044.1176470588234,,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
284795.0,103.0,5.0,3.0,3.0,,0,1,1,2765.0,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129930.0,71.0,3.0,2.0,2.0,,0,1,1,1830.0,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374900.0,71.0,3.0,3.0,4.0,,1,1,1,5280.281690140845,,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
199920.0,85.0,3.0,7.0,7.0,,1,1,1,2352.0,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
379800.0,107.0,4.0,2.0,7.0,,1,1,1,3549.532710280374,,0.2857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
439000.0,111.0,3.0,2.0,6.0,,1,1,1,3954.954954954955,,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189995.0,79.0,3.0,0.0,2.0,2018.0,0,1,1,2405.0,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160000.0,54.0,2.0,4.0,4.0,2026.0,1,1,0,2962.962962962963,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140000.0,50.0,2.5,4.0,4.0,1970.0,0,1,0,2800.0,56.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150700.0,67.0,3.0,3.0,5.0,,0,1,1,2249.2537313432836,,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365000.0,97.0,3.0,0.0,3.0,2026.0,1,1,0,3762.8865979381444,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149900.0,79.0,3.0,,3.0,,0,1,1,1897.4683544303798,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169970.0,71.0,3.0,,4.0,,0,1,1,2393.943661971831,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330000.0,92.0,4.0,2.0,6.0,,1,1,0,3586.9565217391305,,0.3333333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
359000.0,100.0,2.0,6.0,6.0,,1,0,0,3590.0,,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
399000.0,118.0,4.0,4.0,4.0,2026.0,1,1,1,3381.35593220339,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300000.0,75.0,2.0,3.0,6.0,,1,1,1,4000.0,,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
440000.0,107.0,3.0,9.0,9.0,2026.0,1,0,0,4112.14953271028,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74800.0,44.0,2.0,2.0,2.0,2025.0,0,0,1,1700.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98600.0,58.0,1.0,2.0,2.0,2025.0,0,1,1,1700.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114000.0,73.0,3.0,1.0,1.0,2026.0,0,1,1,1561.6438356164383,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349800.0,105.0,6.0,1.0,5.0,1939.0,1,1,1,3331.4285714285716,87.0,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
420000.0,142.0,4.0,2.0,3.0,2008.0,1,1,1,2957.7464788732395,18.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
184900.0,52.0,3.0,2.0,4.0,1968.0,0,1,0,3555.769230769231,58.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
195000.0,63.0,3.0,1.0,4.0,2018.0,0,1,1,3095.2380952380954,8.0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
489900.0,99.0,4.0,3.0,7.0,2025.0,0,1,1,4948.484848484848,1.0,0.42857142857142855,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
285000.0,66.0,3.0,2.0,3.0,1936.0,0,1,0,4318.181818181818,90.0,0.6666666666666666,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87000.0,33.0,2.0,2.0,5.0,2001.0,0,1,0,2636.3636363636365,25.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130000.0,92.0,3.0,1.0,2.0,2020.0,0,0,1,1413.0434782608695,6.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199000.0,40.0,2.0,1.0,1.0,,0,1,0,4975.0,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240000.0,88.0,3.0,7.0,7.0,2014.0,1,1,0,2727.2727272727275,12.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
520000.0,127.0,4.0,4.0,4.0,2020.0,1,0,1,4094.488188976378,6.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
349000.0,94.0,4.0,1.0,5.0,1970.0,0,1,0,3712.7659574468084,56.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
116000.0,43.0,2.0,2.0,3.0,2025.0,0,1,1,2697.6744186046512,1.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
505400.0,133.0,4.0,4.0,4.0,2025.0,1,1,1,3800.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
196800.0,41.0,2.0,3.0,7.0,2018.0,0,1,0,4800.0,8.0,0.42857142857142855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296000.0,74.0,4.0,2.0,3.0,2023.0,1,1,1,4000.0,3.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
371900.0,81.0,3.0,1.0,6.0,2016.0,1,1,0,4591.358024691358,10.0,0.16666666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139000.0,86.0,4.0,1.0,1.0,2026.0,0,1,1,1616.2790697674418,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516900.0,114.0,3.0,8.0,8.0,2025.0,0,1,1,4534.210526315789,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
185000.0,50.0,2.0,5.0,5.0,2023.0,1,1,0,3700.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
303000.0,118.0,5.0,6.0,6.0,2014.0,1,1,0,2567.7966101694915,12.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
272427.0,79.0,3.0,1.0,1.0,2026.0,0,1,1,3448.4430379746836,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133000.0,50.0,2.0,3.0,3.0,2009.0,0,0,0,2660.0,17.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
349000.0,134.0,5.0,4.0,4.0,,0,0,0,2604.4776119402986,,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
349000.0,90.0,4.0,4.0,6.0,1970.0,1,1,0,3877.777777777778,56.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
183000.0,51.0,2.0,3.0,4.0,2012.0,0,1,0,3588.235294117647,14.0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
384000.0,102.0,4.0,5.0,5.0,1980.0,0,1,0,3764.705882352941,46.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227500.0,65.0,3.0,4.0,4.0,2026.0,1,1,1,3500.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350000.0,77.0,3.0,2.0,2.0,2015.0,0,1,1,4545.454545454545,11.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92000.0,55.0,3.0,2.0,4.0,2010.0,0,1,0,1672.7272727272727,16.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180000.0,63.0,3.0,3.0,4.0,2010.0,0,1,0,2857.1428571428573,16.0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230000.0,67.0,3.0,1.0,5.0,2022.0,1,1,0,3432.8358208955224,4.0,0.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
160000.0,84.0,3.0,2.0,2.0,,0,1,1,1904.7619047619048,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
417000.0,95.0,3.0,2.0,7.0,,1,0,0,4389.473684210527,,0.2857142857142857,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
249000.0,56.0,2.0,2.0,7.0,,1,1,0,4446.428571428572,,0.2857142857142857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160000.0,80.0,3.0,4.0,5.0,,0,1,0,2000.0,,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
395000.0,81.0,3.0,6.0,8.0,,1,1,1,4876.543209876543,,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
175000.0,57.0,2.0,1.0,3.0,,0,1,1,3070.1754385964914,,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
315000.0,78.0,3.0,4.0,4.0,,1,0,0,4038.4615384615386,,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
278000.0,135.0,6.0,4.0,4.0,,0,1,0,2059.259259259259,,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
515000.0,103.0,4.0,3.0,6.0,,1,1,0,5000.0,,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275000.0,73.0,3.0,4.0,6.0,,0,1,1,3767.123287671233,,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
244000.0,61.0,3.0,2.0,4.0,,0,1,0,4000.0,,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
195000.0,48.0,2.0,4.0,5.0,,0,1,1,4062.5,,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290000.0,54.0,2.0,5.0,15.0,2022.0,1,1,1,5370.37037037037,4.0,0.3333333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
420000.0,136.0,3.0,3.0,4.0,,0,1,1,3088.235294117647,,0.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330000.0,94.0,4.0,3.0,4.0,,1,1,0,3510.6382978723404,,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230000.0,70.0,2.0,2.0,4.0,,0,1,0,3285.714285714286,,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199900.0,64.0,3.0,18.0,19.0,,1,1,1,3123.4375,,0.9473684210526315,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163000.0,37.0,2.0,4.0,7.0,,1,1,1,4405.405405405405,,0.5714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
280000.0,70.0,2.0,2.0,10.0,2023.0,1,1,1,4000.0,3.0,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66500.0,38.0,2.0,3.0,3.0,2024.0,0,1,1,1750.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247500.0,66.0,3.0,5.0,6.0,,1,1,1,3750.0,,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
161000.0,85.0,4.0,1.0,1.0,,0,0,0,1894.1176470588234,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135000.0,70.0,3.0,2.0,3.0,,0,1,0,1928.5714285714287,,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459000.0,142.0,4.0,2.0,2.0,,0,1,0,3232.394366197183,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119000.0,34.0,2.0,2.0,5.0,,0,1,1,3500.0,,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397000.0,140.0,5.0,3.0,4.0,,0,1,1,2835.714285714286,,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194000.0,73.0,3.0,19.0,22.0,,1,0,1,2657.5342465753424,,0.8636363636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
329000.0,110.0,3.0,2.0,3.0,,0,1,0,2990.909090909091,,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
208000.0,52.0,2.0,1.0,6.0,,0,1,0,4000.0,,0.16666666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
169900.0,63.0,3.0,6.0,6.0,,1,0,0,2696.8253968253966,,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
360000.0,104.0,5.0,1.0,4.0,,1,1,0,3461.5384615384614,,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
189000.0,70.0,3.0,1.0,7.0,,1,1,0,2700.0,,0.14285714285714285,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
148000.0,74.0,3.0,1.0,2.0,,0,1,0,2000.0,,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
440000.0,78.0,3.0,18.0,22.0,,0,1,0,5641.025641025641,,0.8181818181818182,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
379900.0,112.0,3.0,1.0,1.0,,0,1,0,3391.964285714286,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
284000.0,142.0,5.0,1.0,4.0,,0,1,0,2000.0,,0.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150000.0,59.0,3.0,4.0,4.0,,0,0,0,2542.3728813559323,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225000.0,60.0,2.0,7.0,9.0,,1,0,0,3750.0,,0.7777777777777778,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269000.0,79.0,3.0,1.0,5.0,,1,1,0,3405.0632911392404,,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
190000.0,76.0,3.0,5.0,6.0,,1,1,0,2500.0,,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
195000.0,44.0,3.0,2.0,2.0,,1,1,0,4431.818181818182,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125000.0,50.0,2.0,6.0,6.0,,1,0,0,2500.0,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
550000.0,109.0,4.0,15.0,20.0,2024.0,1,1,1,5045.871559633028,2.0,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250000.0,95.0,4.0,2.0,3.0,,0,1,0,2631.5789473684213,,0.6666666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
492800.0,112.0,3.0,6.0,9.0,,1,1,1,4400.0,,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
255000.0,69.0,3.0,5.0,8.0,,1,1,0,3695.6521739130435,,0.625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
205000.0,65.0,3.0,4.0,6.0,,1,0,0,3153.846153846154,,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189000.0,72.0,3.0,18.0,20.0,,0,1,0,2625.0,,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
360000.0,91.0,4.0,3.0,6.0,,1,1,0,3956.043956043956,,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
259000.0,70.0,3.0,3.0,6.0,,1,1,0,3700.0,,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
268000.0,103.0,4.0,5.0,7.0,,1,1,1,2601.9417475728155,,0.7142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
375000.0,71.0,3.0,3.0,4.0,,1,1,1,5281.69014084507,,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
149000.0,51.0,2.0,1.0,4.0,,0,1,0,2921.5686274509803,,0.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
465000.0,110.0,5.0,3.0,4.0,,0,1,0,4227.272727272727,,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
198900.0,65.0,3.0,3.0,5.0,,1,1,1,3060.0,,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191269.0,56.0,2.0,0.0,1.0,2026.0,0,0,1,3415.5178571428573,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
